train_number
12536
12806
22416
12250
74588
19281
12550
74616
12664
11235
11576
12156
51364
12331
74529
19886
11763
74580
12953
22250
11651
22877
74709
19997
12107
74204
12899
12870
11815
12247
12710
12698
12456
51617
22300
12442
74971
12431
11789
12402
51411
12957
12895
12152
12794
12740
11600
11260
12105
11761
11114
12229
74269
12119
19442
51774
11786
74716
11796
12840
11922
12405
12444
11707
12868
12266
12742
12193
51505
22873
12588
11100
22128
12558
12437
12100
12411
11664
11668
19143
12841
11364
19271
12376
12594
19311
12228
11633
74169
11548
51831
19672
11745
74953
11262
22876
11137
12217
11216
11850
12854
22954
19967
12883
11335
12687
11423
12272
11821
22678
51216
11309
74232
11572
19312
12196
11958
12591
12776
22279
11615
19913
12462
11392
19547
74418
12959
11587
12321
12104
82921
12403
12717
74276
12557
19945
11947
12716
12568
11988
11924
22546
11508
12344
12649
11239
12452
51964
11630
11438
74985
51881
11898
11524
12278
12630
12279
11928
11757
11991
12443
19944
12601
22166
12255
11959
12696
22437
12832
11203
12844
19975
11431
12511
51550
74135
12803
51926
22688
51808
74443
11811
12273
12267
11143
11838
51332
11768
74219
82682
12236
12125
74145
11111
12735
22712
12761
19752
74730
74392
12422
11411
12779
12597
12440
22209
12708
12129
11731
12350
12977
51732
12366
12108
74123
11578
12946
12758
12538
51480
74680
11227
11601
11272
11123
19354
11297
82635
12339
51180
12952
12909
22874
51373
51167
11754
12905
12163
19209
12230
74137
19291
12596
74254
11432
11555
11229
12386
19757
22627
12455
11185
11828
11605
12532
12286
51457
74318
51243
11139
51523
22304
11252
12509
12629
19318
12672
12723
12332
11919
12208
12343
12450
22402
22261
19296
19867
12492
11488
12164
11156
74487
51813
19166
19245
22120
12357
12315
22189
74752
19566
22514
12753
11457
51805
11282
12387
12760
22163
11184
19848
11567
12564
12160
12677
12341
12900
51963
51340
12400
11479
12984
51362
74626
12962
11145
11482
12845
11211
11399
12942
19954
12846
11933
11170
12863
12614
11103
19845
12458
12976
12494
12303
12784
74866
11808
12718
12565
11277
82205
12685
11711
12713
12751
74705
22830
12654
11161
11456
11148
51447
12418
12516
11714
22883
74573
12986
74340
11118
19374
11945
11733
12470
11753
12396
11228
11461
51515
19868
11254
12215
74687
11516
12420
22636
74281
12707
12520
11344
74706
51616
12730
51787
11649
12791
51427
51829
11885
12382
11484
11772
19856
51987
12336
74388
12506
51113
12622
22218
51475
11408
51103
74292
12658
11134
19667
11859
19118
22594
12430
12518
51878
12569
51120
74771
51407
12886
19555
22741
74511
12933
12997
11530
11706
74939
11553
11570
22581
12681
11440
19252
12410
12256
12904
12180
51639
11475
19931
22706
19959
12171
11762
19671
51279
51251
11182
11106
11289
51129
11748
11911
12626
51980
12451
74430
12551
12675
74934
19367
51421
12808
12954
12549
51850
74208
51871
11383
11110
12143
12409
22510
51428
11648
12918
12364
12274
12647
12345
12836
11340
11758
22319
51326
51476
11557
51194
11365
11627
11607
11480
12117
12700
22760
19295
51770
11240
74171
12308
11192
22160
22271
12567
11913
12121
12987
11249
12635
12374
22283
11444
74918
12897
12958
74969
12833
11875
12495
12135
12116
22670
11701
12185
19679
12277
12289
74122
22490
11108
19627
51361
12183
12305
11867
19220
12965
11774
22681
12328
12767
11418
19343
51607
74512
11843
74684
12759
11777
19146
74757
12749
19478
19614
12404
12583
74241
11196
12927
12324
12182
12291
82343
74375
22854
74947
12453
11390
12563
19112
12242
22501
19215
12890
12128
11450
12579
19759
12778
19579
74794
19659
19391
51166
19476
11126
12268
12537
12412
19515
12728
11210
22194
12813
11253
12924
12355
74874
22403
12406
74745
22107
11142
11449
51840
11800
51205
11666
12961
74399
11241
11925
74419
74590
74297
19772
11749
22474
11702
19299
11357
12307
51386
51917
12834
11230
12956
11709
12399
11311
19599
19664
12413
22564
19652
11688
74584
12690
11119
74343
12218
12244
11434
74432
11264
11173
22429
51619
19687
12528
19656
11402
74517
12184
74844
19984
11446
11836
12748
19415
74406
12979
12102
11285
12983
19568
12190
51574
11696
11566
11421
74902
12587
12609
11820
22316
11851
12219
51255
19305
51514
12669
19161
11858
22900
11459
11507
12925
12188
12960
12971
11160
11535
74444
12126
22333
12743
51544
12734
19803
12930
11257
12762
11966
74805
11742
74124
12295
11246
12624
11321
11603
51835
19195
12502
51618
74108
11657
12861
12434
74459
19523
74320
11602
12831
51622
51882
12617
12828
74424
11596
12488
12276
74841
12501
51693
11588
19785
74676
11848
22563
51898
12632
22438
11897
11308
11906
11832
22707
19257
74973
22905
51249
22919
12973
11374
74476
19812
11215
11597
12864
19794
51633
12354
11563
11492
11577
12226
11181
11301
51893
19989
74875
12379
51750
12892
12727
74134
11462
11747
19964
12427
11561
12416
51780
11864
11916
11671
